ann_error
5.581957789
5.623753906
6.422557749
7.685757743
8.048417246
8.252183363
8.46866534
8.557571828
8.574838794
8.716818729
8.854641922
9.410302934
9.970629856
10.3499924
11.13385117
11.3734061
12.01335359
12.3987702
12.73793636
12.81565015
13.27710301
14.06723365
14.36472967
14.47650407
14.5631016
14.64526243
14.66303806
14.95123504
15.10457462
15.12658203
15.32853379
15.37931844
15.49859251
15.76426903
15.77853078
15.88969504
15.95533268
16.12228305
16.13174682
16.19586148
16.20057058
16.43776972
16.45980208
16.51336152
16.560974
16.65412519
16.66774094
16.73032988
16.82289808
16.87600373
17.28728907
17.3775312
17.56889558
17.5965836
17.70142334
17.96427814
18.29836328
18.38812172
18.39010741
18.39936356
18.4093405
18.47249821
18.63113637
18.6532696
18.66806279
19.01137978
19.2782453
19.38052608
19.62381534
19.65856338
19.73104053
19.9400373
20.02516979
20.11480177
20.17092606
20.19954809
20.29018101
20.38525383
20.79286446
21.03460241
21.15105479
21.31892057
21.34626181
21.41190965
21.47432191
21.48612409
21.49240002
21.52954468
21.64184084
21.65776789
21.67269888
21.98759876
22.06396712
22.07013487
22.14689756
22.25567041
22.26152062
22.31437052
22.47411398
22.50302681
22.51195511
23.01868229
23.16631656
23.45029378
23.45773037
23.64373652
23.64796382
23.87039621
23.87916157
23.99444497
24.34221776
24.51219059
24.55221728
24.90381954
25.01833366
25.14918715
25.16085819
25.44690392
25.5876198
25.74570876
25.78526583
25.800989
26.04798905
26.14446171
26.23557972
26.31929366
26.42566103
26.50134797
26.52036797
26.65946999
26.79879282
26.80982547
26.81229758
26.87214726
26.94567857
26.94841055
27.00120871
27.01766085
27.28142527
27.37369132
27.41957786
27.45080418
27.48095334
27.52641618
27.68279696
28.10923559
28.19299305
28.37103464
28.8956054
28.98152793
29.00570213
29.07151023
29.11060345
29.17589622
29.20070009
29.38637451
29.41015659
29.434309
29.49600237
29.50478052
29.55523929
29.59545224
29.69443092
29.92118772
29.92900873
29.93750028
30.10242209
30.1429232
30.16367836
30.19314414
30.22428543
30.44670326
30.55226451
30.55453061
30.59899572
30.68327298
30.69307947
30.76471758
30.81569893
30.82916742
30.86850872
30.93408953
30.98512337
31.04422294
31.14346678
31.1621654
31.33961098
31.35125123
31.36555134
31.42977428
31.47757257
31.72307755
31.75559684
31.80903905
31.83970599
32.00921148
32.04485522
32.08134682
32.19742745
32.24379747
32.34835734
32.42780134
32.64846045
32.65959991
32.67789012
32.71966315
32.73170187
32.81521602
32.9476627
32.97303113
33.00270652
33.15720341
33.21332709
33.2646198
33.86065612
33.89880159
34.00974036
34.07195602
34.09221878
34.12272298
34.28243265
34.30258233
34.34731192
34.4078516
34.40826077
34.70658046
35.01154546
35.01609564
35.31642481
35.37355499
35.4454982
35.47633884
35.66925744
35.70857934
35.94394787
35.97962728
36.02574605
36.21062589
36.32751245
36.42172174
36.42604793
36.50857221
36.5123661
36.57846301
36.60695577
36.7213518
36.74179753
36.82929538
36.86438014
36.90481035
37.09666737
37.25736687
37.46554252
37.57561137
37.65261121
37.67822593
37.81099178
37.89472876
38.00807641
38.78421803
38.80987153
38.995857
39.18294047
39.33469453
39.5023073
39.53467381
39.68747864
39.90041467
40.25671369
40.58913194
40.97561698
41.22012858
41.26588878
41.39514523
41.40052515
41.49331408
41.58118373
41.69665323
41.82856063
41.86366738
41.86393669
42.28737256
42.45484554
42.50548567
42.75218028
42.88043002
43.00070273
43.04165204
43.09731729
43.10832661
43.40216632
43.40600644
43.42135766
43.59156552
43.81717687
43.87949979
43.99098081
44.06712171
44.08206566
44.11495772
44.12000228
44.15511094
44.31379266
44.33485557
44.40686853
44.42270181
44.50856768
44.58262837
44.64226241
44.94932527
44.97768488
45.06555255
45.22055104
45.22244552
45.31799996
45.52215276
45.52883958
45.58689487
45.78130246
45.79291216
45.9589869
46.05126164
46.0790606
46.30882537
46.35308761
46.43601674
46.48900498
46.52167583
46.57671851
46.73307288
46.79237562
46.83076367
46.98724696
47.15493559
47.26014352
47.32926075
47.68213467
47.70092171
47.79004128
47.9217061
47.93663204
48.08147592
48.30611398
48.38483701
